model_name,optimizer_name,epoch,train_loss,train_acc,test_loss,test_acc,epoch_train_time,epoch_test_time
Classic_conv,AdaMax,8,0.00027116088958808576,99.18561770129072,0.00021268665282823918,99.33159188690843,15.430649995803833,21.608098030090332
Classic_conv,AdaMax,9,0.00020163178374646226,99.55439459127228,0.00017044874465982552,99.5159803318992,15.428039073944092,21.601735591888428
Classic_conv,AdaMax,10,0.0001523340959216399,99.68884449907806,0.0001547960222474933,99.49293177627536,15.418726682662964,21.626349925994873
Classic_conv,AdaDelta,1,0.009331713993269458,12.365550092194223,0.008853852144398423,18.907498463429626,15.916945934295654,22.123185873031616
Classic_conv,AdaDelta,2,0.008972873726943262,17.240319606637986,0.008535678502453861,25.09219422249539,15.922459125518799,22.11219096183777
Classic_conv,AdaDelta,3,0.008694979480680104,21.746312231100184,0.008254719864904477,29.70574677320221,15.90952754020691,22.16628909111023
Classic_conv,AdaDelta,4,0.008426369985848317,25.303472649047325,0.008000577909307532,33.69698832206515,15.97777771949768,22.25857448577881
Classic_conv,AdaDelta,5,0.008167799532450117,28.630147510755993,0.00776359093614202,37.288721573448065,15.94945502281189,22.15829038619995
Classic_conv,AdaDelta,6,0.007932096925811967,31.703288260602335,0.007543052710963673,40.35417947141979,15.911519050598145,22.093936920166016
Classic_conv,AdaDelta,7,0.007723850734444872,34.492163491087894,0.00733317263062629,43.534880147510755,15.899054765701294,22.081563234329224
Classic_conv,AdaDelta,8,0.007529592373910387,36.82390903503381,0.007135372666141777,46.18546404425323,15.893974304199219,22.073884963989258
Classic_conv,AdaDelta,9,0.007331634816137207,39.662722802704366,0.006947551593505024,48.65165949600492,15.910194396972656,22.15788173675537
Classic_conv,AdaDelta,10,0.007123376979517219,42.12891825445605,0.006767104328887625,51.02181929932391,15.914811849594116,22.155126333236694
Binary_conv,Adam,1,0.008172542488714194,29.125691456668715,0.006319588919175352,45.65918869084204,19.313822269439697,25.664496183395386
Binary_conv,Adam,2,0.005838798135793788,50.4379225568531,0.004715893204657666,59.75722188076214,19.20858073234558,25.59540557861328
Binary_conv,Adam,3,0.004879920735964397,59.22710510141364,0.004310522301748771,63.913644744929314,19.244884729385376,25.633652448654175
Binary_conv,Adam,4,0.004366382070403196,63.65242778119238,0.003939477982115145,66.44514443761524,19.328548431396484,25.65157389640808
Binary_conv,Adam,5,0.004116035677314025,65.3580208973571,0.0035779611988894107,70.14827904118009,19.239555597305298,25.58374285697937
Binary_conv,Adam,6,0.003898008325272861,67.57068223724647,0.0035508852440591376,70.4479102642901,19.17385244369507,25.56605052947998
Binary_conv,Adam,7,0.0037293814434071738,68.5041487400123,0.003258715651027249,72.17655193607867,19.26892352104187,25.61181640625
Binary_conv,Adam,8,0.0035691841585033866,69.78718500307313,0.0032153372511441675,73.23294406883835,19.195002794265747,25.528210639953613
Binary_conv,Adam,9,0.0034440380475897693,71.00107559926245,0.003153613298563556,73.47495390288876,19.24183201789856,25.605358362197876
Binary_conv,Adam,10,0.0033507937703970833,71.60033804548249,0.0031000933808531584,74.01659496004918,19.18036413192749,25.489295482635498
Binary_conv,AdaMax,1,0.008566176609239771,25.165181315304242,0.007108497469426667,38.96358328211432,19.081480503082275,25.39860773086548
Binary_conv,AdaMax,2,0.0070840300741412555,39.3899815611555,0.006035738600018424,48.96665642286417,19.067896842956543,25.395028829574585
Binary_conv,AdaMax,3,0.00615317842476047,48.18684695759066,0.005425179108162196,54.5520897357099,19.097683906555176,25.433218717575073
Binary_conv,AdaMax,4,0.005504269768800483,53.730024585125996,0.004782737423359579,60.0760602335587,19.130777597427368,25.45634126663208
Binary_conv,AdaMax,5,0.005058449386781025,57.58297480024585,0.004572031967978427,61.9660417947142,19.27516794204712,25.60353946685791
Binary_conv,AdaMax,6,0.0047937389612014705,59.73417332513829,0.0042135352526402724,63.994314689612786,19.076268672943115,25.40494656562805
Binary_conv,AdaMax,7,0.0045416190505907,62.02366318377382,0.003997774145576803,66.26843884449907,19.045430898666382,25.349170684814453
Binary_conv,AdaMax,8,0.004375872880531808,63.375845113706205,0.003921764973177819,67.46312231100184,19.03364324569702,25.3092520236969
Binary_conv,AdaMax,9,0.004164525012920147,65.11216963736939,0.0037162430520319982,69.00737553779963,19.06553888320923,25.375953674316406
Binary_conv,AdaMax,10,0.0040944441511869874,65.62692071296865,0.003760249029384776,68.1737861094038,19.036142587661743,25.311330795288086
Binary_conv,AdaDelta,1,0.010111969520727696,10.202827289489859,0.009594804609049004,9.841733251382914,19.532369375228882,25.796836614608765
Binary_conv,AdaDelta,2,0.010126384585344799,10.152888752304856,0.009556286774241418,10.16441303011678,19.558302640914917,25.832004070281982
Binary_conv,AdaDelta,3,0.010119540675256467,9.641979102642901,0.009541327281458362,9.849416103257528,19.493908405303955,25.754554986953735
Binary_conv,AdaDelta,4,0.0101198177800709,10.23740012292563,0.009561258276034955,10.079901659496004,19.54790163040161,25.88177990913391
Binary_conv,AdaDelta,5,0.010104403275247725,9.926244622003688,0.009552755244831842,9.534419176398279,19.566325664520264,25.895222187042236
Binary_conv,AdaDelta,6,0.010126798419990493,9.983866011063308,0.009539320277303146,9.853257529194837,19.590551137924194,25.856106758117676
Binary_conv,AdaDelta,7,0.010105215503016204,9.937768899815612,0.009523268512003101,10.003073140749846,19.514187335968018,25.83639621734619
Binary_conv,AdaDelta,8,0.01013578752029433,9.980024585126,0.009543607791069468,9.853257529194837,19.66125202178955,25.944450855255127
Binary_conv,AdaDelta,9,0.010111032643417823,10.060694529809465,0.009570513618966884,9.818684695759066,19.539563417434692,25.82313346862793
Binary_conv,AdaDelta,10,0.010102730580979356,10.14520590043024,0.009550455218088283,9.826367547633682,19.507566690444946,25.805521965026855
