model_name,optimizer_name,epoch,train_loss,train_acc,test_loss,test_acc,epoch_train_time,epoch_test_time
Dense_MNIST,adam,1,1.1612344980239868,0.7059666514396667,0.8108196258544922,0.8381999731063843,6.787129640579224,0.32471442222595215
Dense_MNIST,adam,2,0.8387999534606934,0.8326500058174133,0.7175108194351196,0.8687999844551086,5.415449619293213,0.3469552993774414
Dense_MNIST,adam,3,0.7737852334976196,0.8496333360671997,0.7037035226821899,0.8777999877929688,5.54830527305603,0.3459179401397705
Dense_MNIST,adam,4,0.7506790161132812,0.857616662979126,0.6606436967849731,0.8801000118255615,5.416394233703613,0.3581995964050293
Dense_MNIST,adam,5,0.7284507155418396,0.861133337020874,0.6571095585823059,0.883899986743927,5.607167482376099,0.3632826805114746
Dense_MNIST,adam,6,0.7176850438117981,0.8660833239555359,0.6427360773086548,0.8871999979019165,5.532276630401611,0.3621551990509033
Dense_MNIST,adam,7,0.708078145980835,0.8700500130653381,0.6452824473381042,0.8925999999046326,5.496164321899414,0.36349058151245117
Dense_MNIST,adam,8,0.7056475877761841,0.870033323764801,0.651892900466919,0.8902999758720398,5.510739088058472,0.36153578758239746
Dense_MNIST,adam,9,0.7000625729560852,0.8725000023841858,0.6340447068214417,0.8948000073432922,5.519075393676758,0.35413217544555664
Dense_MNIST,adam,10,0.6962536573410034,0.8730666637420654,0.6545900106430054,0.8903999924659729,5.624257326126099,0.35303211212158203
Dense_MNIST,adamax,1,1.1614410877227783,0.6987666487693787,0.825812816619873,0.8305000066757202,6.226216793060303,0.3517303466796875
Dense_MNIST,adamax,2,0.8367187976837158,0.8292499780654907,0.7877252697944641,0.8440999984741211,5.566468000411987,0.3498718738555908
Dense_MNIST,adamax,3,0.7736127972602844,0.847266674041748,0.663358747959137,0.8758999705314636,5.526609897613525,0.35239672660827637
Dense_MNIST,adamax,4,0.7536227703094482,0.8550000190734863,0.6476770043373108,0.8841000199317932,5.680226564407349,0.3639049530029297
Dense_MNIST,adamax,5,0.7350967526435852,0.8607166409492493,0.6639507412910461,0.8822000026702881,5.88202977180481,0.36198949813842773
Dense_MNIST,adamax,6,0.7254496812820435,0.8636833429336548,0.6480907201766968,0.8845999836921692,5.7989091873168945,0.3510463237762451
Dense_MNIST,adamax,7,0.7135088443756104,0.8678500056266785,0.6286800503730774,0.8892999887466431,5.638786554336548,0.3521852493286133
Dense_MNIST,adamax,8,0.7141315937042236,0.8669499754905701,0.6226953864097595,0.8919000029563904,5.522501707077026,0.3588426113128662
Dense_MNIST,adamax,9,0.7106212377548218,0.8683333396911621,0.6421579718589783,0.8974000215530396,5.5399720668792725,0.3746984004974365
Dense_MNIST,adamax,10,0.7076385021209717,0.8690000176429749,0.6375242471694946,0.8952000141143799,5.517784595489502,0.34557151794433594
Dense_MNIST,adadelta,1,1.140749216079712,0.7109500169754028,0.8212641477584839,0.8317000269889832,6.191522121429443,0.3508915901184082
Dense_MNIST,adadelta,2,0.8213068246841431,0.8345999717712402,0.691504716873169,0.8682000041007996,5.622662305831909,0.3559572696685791
Dense_MNIST,adadelta,3,0.7564464807510376,0.8522499799728394,0.6590896248817444,0.8842999935150146,5.544122219085693,0.36083149909973145
Dense_MNIST,adadelta,4,0.7321394085884094,0.8614333271980286,0.6836751699447632,0.8822000026702881,5.667046785354614,0.3521757125854492
Dense_MNIST,adadelta,5,0.7188388705253601,0.8643500208854675,0.6399425864219666,0.8877000212669373,5.420294284820557,0.3538837432861328
Dense_MNIST,adadelta,6,0.7071661353111267,0.8700166940689087,0.6208154559135437,0.8916000127792358,5.5103232860565186,0.34943127632141113
Dense_MNIST,adadelta,7,0.7037298679351807,0.8700500130653381,0.6262320876121521,0.8945000171661377,5.51749062538147,0.3541996479034424
Dense_MNIST,adadelta,8,0.6986760497093201,0.869949996471405,0.6239803433418274,0.8960999846458435,5.518883466720581,0.3440825939178467
Dense_MNIST,adadelta,9,0.6948055624961853,0.8725333213806152,0.6747461557388306,0.8892999887466431,5.427016735076904,0.35422444343566895
Dense_MNIST,adadelta,10,0.6931410431861877,0.8728833198547363,0.5885545611381531,0.8956999778747559,5.522008419036865,0.3508172035217285
